Exercise,Video_File,Frame_Number,Side_Used,Elbow_Angle,Shoulder_Angle,Hip_Angle,Knee_Angle,Form_Label,Form
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2013,RIGHT,159.95,72.21,17.94,73.51,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2014,RIGHT,159.13,72.73,20.08,74.77,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2015,RIGHT,156.49,72.82,18.04,70.44,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2019,RIGHT,159.89,76.66,14.67,69.48,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2029,RIGHT,158.44,75.2,19.86,78.75,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2030,RIGHT,158.72,75.54,22.72,85.37,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2031,RIGHT,158.85,74.12,25.33,87.07,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2032,RIGHT,160.98,72.75,26.35,86.89,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2033,RIGHT,161.01,70.75,29.08,90.02,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2034,RIGHT,160.74,68.01,31.59,92.96,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2035,RIGHT,163.3,66.86,32.49,91.99,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2036,RIGHT,165.89,66.57,32.41,91.25,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2037,RIGHT,165.77,64.43,34.33,92.09,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2038,RIGHT,167.3,62.77,40.04,101.11,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2039,RIGHT,167.2,60.38,44.37,106.46,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2040,RIGHT,167.08,59.25,47.51,111.32,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2041,RIGHT,165.92,55.93,50.99,115.74,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2042,RIGHT,166.73,54.75,57.9,126.6,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2043,RIGHT,168.03,53.85,61.71,126.13,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2044,RIGHT,162.9,49.2,64.91,127.36,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2045,LEFT,158.05,37.48,64.86,116.17,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2046,LEFT,160.19,36.35,67.58,115.25,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2047,LEFT,158.11,30.2,71.96,114.86,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2048,LEFT,155.14,27.36,73.44,114.8,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2049,LEFT,153.0,24.97,78.28,117.06,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2050,LEFT,152.5,21.65,84.18,122.85,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2051,LEFT,150.98,21.15,89.63,128.23,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2052,LEFT,151.22,17.1,95.11,132.7,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2053,LEFT,154.23,16.81,102.05,141.81,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2054,RIGHT,128.26,13.99,106.01,147.93,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2055,RIGHT,123.46,8.88,109.63,147.96,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2056,RIGHT,120.32,5.47,114.66,150.82,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2057,RIGHT,116.83,0.83,119.45,153.13,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2058,RIGHT,112.88,2.72,125.23,156.86,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2059,RIGHT,110.74,5.11,129.6,158.56,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2060,RIGHT,111.01,6.38,134.03,159.58,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2061,RIGHT,112.45,8.55,137.9,160.2,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2062,RIGHT,112.19,9.43,140.0,160.54,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2063,RIGHT,113.71,9.75,143.71,161.87,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2064,RIGHT,112.36,10.77,147.04,161.97,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2065,RIGHT,109.59,13.78,150.93,163.93,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2066,RIGHT,107.12,16.2,154.48,166.05,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2067,RIGHT,105.55,18.0,157.3,166.9,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2076,RIGHT,107.58,15.49,165.04,166.13,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2079,RIGHT,108.88,14.71,168.98,167.38,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2118,RIGHT,118.41,13.72,170.08,170.77,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2123,RIGHT,122.78,8.04,166.17,175.84,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2124,RIGHT,126.3,5.81,165.71,177.09,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2125,RIGHT,127.89,4.55,164.62,177.83,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2126,RIGHT,131.95,2.12,163.82,178.86,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2127,RIGHT,135.67,0.24,162.38,179.73,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2128,RIGHT,139.18,3.06,161.0,179.81,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2129,RIGHT,142.29,5.91,158.51,177.87,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2130,RIGHT,144.44,7.59,155.85,177.03,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2131,RIGHT,145.74,9.11,153.12,176.23,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2132,RIGHT,146.37,10.16,149.66,173.73,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2133,RIGHT,147.47,11.49,146.63,172.37,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2134,RIGHT,146.28,11.84,142.54,170.34,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2135,RIGHT,139.94,10.64,132.45,159.28,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2136,RIGHT,140.2,12.71,123.69,150.75,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2137,RIGHT,140.21,13.94,116.23,145.3,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2138,RIGHT,137.34,15.28,107.5,138.87,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2139,RIGHT,137.99,16.59,101.66,136.56,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2140,RIGHT,139.79,20.02,92.64,129.85,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2141,RIGHT,146.25,26.95,81.83,118.42,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2142,RIGHT,149.78,32.46,74.69,110.89,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2143,RIGHT,148.41,33.1,67.78,103.92,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2144,RIGHT,150.3,35.87,64.64,104.22,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2145,RIGHT,149.43,38.14,61.59,101.57,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2146,RIGHT,149.41,38.24,57.78,97.11,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2147,RIGHT,149.38,40.15,55.15,98.06,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2148,RIGHT,149.53,41.7,54.08,97.17,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2149,RIGHT,151.45,43.87,52.61,96.16,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2150,RIGHT,153.42,46.42,50.56,94.9,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2151,RIGHT,152.28,48.54,47.57,92.55,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2152,LEFT,152.73,44.31,46.29,90.34,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2153,LEFT,150.98,43.85,45.18,90.12,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2154,LEFT,152.9,45.23,44.2,90.47,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2156,LEFT,154.14,47.4,40.32,90.91,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2157,LEFT,155.58,49.11,37.11,87.26,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2158,LEFT,156.64,49.79,32.88,79.0,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2159,LEFT,159.43,52.62,30.12,74.37,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2160,RIGHT,156.26,58.73,28.71,69.82,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2161,RIGHT,156.82,59.19,27.28,68.32,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2162,RIGHT,157.24,59.68,30.1,68.83,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2163,RIGHT,157.52,60.2,25.98,66.56,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2165,RIGHT,157.75,60.59,23.39,63.64,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2166,RIGHT,158.22,60.76,22.4,61.86,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2170,RIGHT,153.74,59.96,19.69,61.44,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2182,RIGHT,159.31,62.05,22.52,66.35,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2186,RIGHT,159.85,58.85,28.48,71.47,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2187,RIGHT,160.02,58.46,31.04,73.14,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2188,RIGHT,158.64,58.16,34.72,78.23,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2189,RIGHT,158.94,57.76,36.79,81.85,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2190,RIGHT,159.26,56.55,40.03,85.82,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2191,RIGHT,159.47,55.26,43.7,90.48,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2192,RIGHT,161.71,55.42,45.76,92.73,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2193,RIGHT,159.14,52.53,48.53,96.3,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2194,RIGHT,158.9,51.45,51.71,100.0,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2195,RIGHT,156.43,49.17,54.14,101.12,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2196,RIGHT,154.97,47.63,55.71,102.4,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2197,RIGHT,154.27,46.98,59.62,106.52,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2198,RIGHT,151.81,45.76,64.85,113.8,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2199,RIGHT,150.45,43.97,69.88,117.69,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2200,RIGHT,148.08,41.99,72.9,118.52,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2201,RIGHT,146.53,41.44,76.72,122.92,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2202,RIGHT,144.21,39.49,80.62,125.31,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2203,RIGHT,146.58,37.29,85.69,128.09,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2204,RIGHT,146.34,35.02,89.44,129.5,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2205,RIGHT,143.28,30.45,94.04,131.9,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2206,RIGHT,145.47,28.64,99.22,135.33,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2207,RIGHT,146.44,26.02,103.92,137.61,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2208,RIGHT,143.57,21.77,110.81,141.57,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2209,RIGHT,141.63,16.97,119.15,146.1,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2210,RIGHT,138.54,12.31,125.24,150.07,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2211,RIGHT,135.41,8.02,130.67,153.98,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2212,RIGHT,130.29,5.31,134.49,156.15,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2213,RIGHT,123.51,1.53,138.28,159.89,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2214,RIGHT,116.46,2.25,142.36,163.12,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2215,RIGHT,111.97,5.94,146.47,163.91,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2216,RIGHT,110.38,7.09,149.79,166.55,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2217,RIGHT,108.91,9.08,152.83,167.78,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2218,RIGHT,109.17,10.47,155.95,169.71,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2219,RIGHT,109.04,11.43,159.08,171.41,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2220,RIGHT,108.05,13.18,161.59,172.29,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2221,RIGHT,105.86,15.63,163.42,172.46,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2223,RIGHT,103.33,18.17,166.74,172.96,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2228,RIGHT,108.78,18.6,173.29,173.59,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2251,RIGHT,125.68,9.86,176.96,171.14,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2252,RIGHT,127.36,8.71,176.96,171.19,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2254,RIGHT,130.28,6.56,176.51,171.39,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2255,RIGHT,132.36,5.0,176.71,171.38,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2262,RIGHT,137.88,0.32,178.27,168.71,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2263,RIGHT,137.54,0.04,176.53,166.84,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2264,RIGHT,138.29,0.63,173.77,163.23,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2265,RIGHT,142.92,3.16,170.17,161.51,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2266,RIGHT,144.47,4.12,168.96,161.45,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2267,RIGHT,146.0,5.07,166.86,161.36,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2268,RIGHT,148.18,6.16,165.36,160.51,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2269,RIGHT,150.37,7.21,164.07,159.3,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2270,RIGHT,149.67,6.77,162.41,157.37,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2272,RIGHT,150.16,7.53,159.44,157.22,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2274,RIGHT,149.1,7.76,154.04,157.4,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2275,RIGHT,148.92,8.42,150.94,155.84,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2276,RIGHT,148.2,9.78,145.58,153.68,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2277,RIGHT,150.17,10.74,144.34,153.39,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2278,RIGHT,150.87,11.99,139.78,152.13,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2279,RIGHT,152.93,14.17,135.58,150.81,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2280,RIGHT,155.65,16.42,132.74,149.88,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2281,RIGHT,155.12,17.24,128.4,148.68,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2282,RIGHT,153.4,18.83,124.26,148.73,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2283,RIGHT,152.48,20.97,116.87,144.17,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2284,RIGHT,150.7,21.22,112.37,142.94,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2285,RIGHT,154.33,26.34,104.49,138.57,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2286,RIGHT,154.89,28.86,96.19,134.18,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2287,RIGHT,159.46,32.69,87.37,124.79,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2288,RIGHT,160.98,36.18,80.07,117.35,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2289,RIGHT,159.34,37.86,73.86,110.24,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2290,RIGHT,157.54,38.12,69.66,106.98,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2291,RIGHT,158.39,40.08,67.13,106.74,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2292,RIGHT,158.44,41.7,64.01,106.15,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2293,RIGHT,157.9,42.54,59.87,103.64,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2294,RIGHT,156.78,43.0,57.6,103.53,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2296,RIGHT,156.55,45.12,56.04,106.65,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2297,RIGHT,161.74,49.72,53.78,105.49,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2298,RIGHT,163.35,53.22,50.13,103.09,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2299,RIGHT,163.05,54.5,47.81,101.64,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2301,RIGHT,162.23,56.53,43.99,97.93,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2302,RIGHT,162.79,57.01,40.34,90.69,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2303,RIGHT,163.16,58.46,34.55,78.18,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2304,RIGHT,162.57,58.99,32.51,77.95,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2305,RIGHT,162.64,59.35,30.98,78.3,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2308,RIGHT,160.39,60.16,26.01,74.44,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2309,RIGHT,158.07,59.96,24.79,73.6,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2311,RIGHT,156.71,60.84,22.95,73.09,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2312,RIGHT,155.21,60.39,21.59,70.6,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2313,RIGHT,153.66,59.65,20.76,69.16,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2315,RIGHT,153.14,59.08,21.35,65.31,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2318,RIGHT,150.45,60.32,21.26,65.66,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2319,RIGHT,148.51,60.01,21.39,66.29,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2325,RIGHT,145.59,58.11,20.99,68.29,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2337,RIGHT,145.6,59.05,20.98,68.44,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2338,RIGHT,146.84,60.3,22.05,71.15,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2339,RIGHT,147.84,61.87,22.31,72.5,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2341,RIGHT,150.55,63.32,24.46,75.55,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2342,RIGHT,151.05,62.82,25.48,77.39,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2344,RIGHT,152.86,63.25,27.57,80.27,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2345,RIGHT,154.07,63.08,28.59,82.27,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2347,RIGHT,156.93,60.82,28.58,82.17,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2349,RIGHT,162.8,57.69,28.76,81.46,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2350,RIGHT,161.88,55.69,31.36,82.37,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2351,RIGHT,159.96,54.59,35.41,87.6,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2352,RIGHT,158.79,52.54,38.08,90.63,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2353,RIGHT,159.58,51.71,42.82,99.09,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2354,RIGHT,159.42,50.94,46.83,104.56,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2355,RIGHT,159.12,48.35,51.17,111.0,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2356,RIGHT,157.98,45.99,54.86,115.06,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2357,RIGHT,159.48,44.21,59.11,118.1,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2358,RIGHT,157.38,41.42,64.27,125.07,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2359,RIGHT,156.01,39.94,66.36,125.32,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2360,RIGHT,154.8,38.56,69.48,127.04,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2361,RIGHT,158.29,36.6,83.47,135.12,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2362,RIGHT,152.1,30.81,90.2,138.21,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2363,RIGHT,150.56,27.95,95.81,139.65,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2364,RIGHT,150.92,26.1,103.94,145.06,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2365,RIGHT,151.24,24.16,112.92,151.87,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2366,RIGHT,148.61,20.65,118.82,155.37,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2367,RIGHT,143.81,16.55,124.6,159.21,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2368,RIGHT,140.9,12.55,129.58,160.94,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2369,RIGHT,136.47,8.5,135.03,162.79,0,Bad
Deadlifts,WhatsApp Video 2026-04-06 at 00.03.02.mp4,2370,RIGHT,131.9,5.7,138.31,163.72,0,Bad
